file_path,count
/home/jovyan/data/chips/lat_36_02_lon_-5_36/img_ndwi_t_2019-05-02.png,0.0
/home/jovyan/data/chips/lat_36_02_lon_-5_36/img_ndwi_t_2019-04-12.png,0.0
/home/jovyan/data/chips/lat_36_02_lon_-5_36/img_ndwi_t_2019-01-24.png,0.0
/home/jovyan/data/chips/lat_36_02_lon_-5_36/img_ndwi_t_2019-03-13.png,0.0
/home/jovyan/data/chips/lat_36_02_lon_-5_36/img_ndwi_t_2020-03-22.png,0.0
/home/jovyan/data/chips/lat_36_02_lon_-5_36/img_ndwi_t_2019-06-18.png,0.0
/home/jovyan/data/chips/lat_36_02_lon_-5_36/img_ndwi_t_2020-03-04.png,0.0
/home/jovyan/data/chips/lat_36_02_lon_-5_36/img_ndwi_t_2020-04-03.png,0.0
/home/jovyan/data/chips/lat_36_02_lon_-5_36/img_ndwi_t_2020-05-11.png,1.0
/home/jovyan/data/chips/lat_36_02_lon_-5_36/img_ndwi_t_2019-05-19.png,0.0
/home/jovyan/data/chips/lat_36_02_lon_-5_36/img_ndwi_t_2019-05-24.png,0.0
/home/jovyan/data/chips/lat_36_02_lon_-5_36/img_ndwi_t_2019-06-23.png,0.0
/home/jovyan/data/chips/lat_36_02_lon_-5_36/img_ndwi_t_2020-02-01.png,0.0
/home/jovyan/data/chips/lat_36_02_lon_-5_36/img_ndwi_t_2020-01-19.png,0.0
/home/jovyan/data/chips/lat_36_02_lon_-5_36/img_ndwi_t_2019-01-02.png,0.0
/home/jovyan/data/chips/lat_36_02_lon_-5_36/img_ndwi_t_2019-04-14.png,0.0
/home/jovyan/data/chips/lat_36_02_lon_-5_36/img_ndwi_t_2019-06-21.png,0.0
/home/jovyan/data/chips/lat_36_02_lon_-5_36/img_ndwi_t_2019-01-17.png,1.0
/home/jovyan/data/chips/lat_36_02_lon_-5_36/img_ndwi_t_2019-03-15.png,0.0
/home/jovyan/data/chips/lat_36_02_lon_-5_36/img_ndwi_t_2020-01-04.png,0.0
/home/jovyan/data/chips/lat_36_02_lon_-5_36/img_ndwi_t_2019-03-28.png,0.0
/home/jovyan/data/chips/lat_36_02_lon_-5_36/img_ndwi_t_2019-04-27.png,0.0
/home/jovyan/data/chips/lat_36_02_lon_-5_36/img_ndwi_t_2020-05-08.png,0.0
/home/jovyan/data/chips/lat_36_02_lon_-5_36/img_ndwi_t_2019-02-03.png,0.0
/home/jovyan/data/chips/lat_36_02_lon_-5_36/img_ndwi_t_2019-03-20.png,0.0
/home/jovyan/data/chips/lat_36_02_lon_-5_36/img_ndwi_t_2019-01-04.png,0.0
/home/jovyan/data/chips/lat_36_02_lon_-5_36/img_ndwi_t_2019-03-23.png,0.0
/home/jovyan/data/chips/lat_36_02_lon_-5_36/img_ndwi_t_2019-01-07.png,0.0
/home/jovyan/data/chips/lat_36_02_lon_-5_36/img_ndwi_t_2019-06-11.png,0.0
/home/jovyan/data/chips/lat_36_02_lon_-5_36/img_ndwi_t_2019-04-04.png,0.0
/home/jovyan/data/chips/lat_36_02_lon_-5_36/img_ndwi_t_2019-02-06.png,0.0
/home/jovyan/data/chips/lat_36_02_lon_-5_36/img_ndwi_t_2020-05-03.png,0.0
/home/jovyan/data/chips/lat_36_02_lon_-5_36/img_ndwi_t_2019-05-29.png,0.0
/home/jovyan/data/chips/lat_36_02_lon_-5_36/img_ndwi_t_2019-06-28.png,0.0
/home/jovyan/data/chips/lat_36_02_lon_-5_36/img_ndwi_t_2020-02-11.png,0.0
/home/jovyan/data/chips/lat_36_02_lon_-5_36/img_ndwi_t_2019-05-07.png,0.0
/home/jovyan/data/chips/lat_36_02_lon_-5_36/img_ndwi_t_2019-01-29.png,0.0
/home/jovyan/data/chips/lat_36_02_lon_-5_36/img_ndwi_t_2019-02-28.png,1.0
/home/jovyan/data/chips/lat_36_02_lon_-5_36/img_ndwi_t_2019-06-06.png,0.0
/home/jovyan/data/chips/lat_36_02_lon_-5_36/img_ndwi_t_2020-03-27.png,0.0
/home/jovyan/data/chips/lat_36_02_lon_-5_36/img_ndwi_t_2019-01-12.png,0.0
/home/jovyan/data/chips/lat_36_02_lon_-5_36/img_ndwi_t_2019-03-10.png,0.0
/home/jovyan/data/chips/lat_36_02_lon_-5_36/img_ndwi_t_2020-03-09.png,0.0
/home/jovyan/data/chips/lat_36_02_lon_-5_36/img_ndwi_t_2020-05-16.png,0.0
/home/jovyan/data/chips/lat_36_02_lon_-5_36/img_ndwi_t_2019-02-11.png,0.0
/home/jovyan/data/chips/lat_36_02_lon_-5_36/img_ndwi_t_2019-01-09.png,0.0
/home/jovyan/data/chips/lat_36_02_lon_-5_36/img_ndwi_t_2019-05-14.png,0.0
/home/jovyan/data/chips/lat_36_02_lon_-5_36/img_ndwi_t_2019-02-08.png,0.0
/home/jovyan/data/chips/lat_36_02_lon_-5_36/img_ndwi_t_2020-01-09.png,0.0
/home/jovyan/data/chips/lat_36_02_lon_-5_36/img_ndwi_t_2020-01-27.png,0.0
/home/jovyan/data/chips/lat_36_02_lon_-5_36/img_ndwi_t_2020-02-26.png,0.0
/home/jovyan/data/chips/lat_36_02_lon_-5_36/img_ndwi_t_2020-05-01.png,0.0
/home/jovyan/data/chips/lat_36_02_lon_-5_36/img_ndwi_t_2019-05-09.png,0.0
/home/jovyan/data/chips/lat_36_02_lon_-5_36/img_ndwi_t_2019-06-26.png,0.0
/home/jovyan/data/chips/lat_36_02_lon_-5_36/img_ndwi_t_2019-01-14.png,0.0
/home/jovyan/data/chips/lat_36_02_lon_-5_36/img_ndwi_t_2020-03-29.png,0.0
/home/jovyan/data/chips/lat_36_02_lon_-5_36/img_ndwi_t_2020-05-18.png,0.0
/home/jovyan/data/chips/lat_36_02_lon_-5_36/img_ndwi_t_2019-03-03.png,0.0
/home/jovyan/data/chips/lat_35_95_lon_-5_61/img_ndwi_t_2019-05-02.png,0.0
/home/jovyan/data/chips/lat_35_95_lon_-5_61/img_ndwi_t_2019-04-12.png,0.0
/home/jovyan/data/chips/lat_35_95_lon_-5_61/img_ndwi_t_2019-06-01.png,0.0
/home/jovyan/data/chips/lat_35_95_lon_-5_61/img_ndwi_t_2019-03-13.png,0.0
/home/jovyan/data/chips/lat_35_95_lon_-5_61/img_ndwi_t_2019-06-18.png,0.0
/home/jovyan/data/chips/lat_35_95_lon_-5_61/img_ndwi_t_2020-03-04.png,0.0
/home/jovyan/data/chips/lat_35_95_lon_-5_61/img_ndwi_t_2020-04-03.png,0.0
/home/jovyan/data/chips/lat_35_95_lon_-5_61/img_ndwi_t_2020-05-11.png,0.0
/home/jovyan/data/chips/lat_35_95_lon_-5_61/img_ndwi_t_2019-05-19.png,0.0
/home/jovyan/data/chips/lat_35_95_lon_-5_61/img_ndwi_t_2020-02-23.png,0.0
/home/jovyan/data/chips/lat_35_95_lon_-5_61/img_ndwi_t_2019-04-29.png,0.0
/home/jovyan/data/chips/lat_35_95_lon_-5_61/img_ndwi_t_2020-01-02.png,0.0
/home/jovyan/data/chips/lat_35_95_lon_-5_61/img_ndwi_t_2019-06-23.png,0.0
/home/jovyan/data/chips/lat_35_95_lon_-5_61/img_ndwi_t_2020-02-01.png,0.0
/home/jovyan/data/chips/lat_35_95_lon_-5_61/img_ndwi_t_2020-05-06.png,0.0
